"max_ground_len","brown_glove50_perfect","brown_glove50_jaccard","brown_glove50_precision","brown_glove50_recall","brown_glove50_f1","brown_glove100_perfect","brown_glove100_jaccard","brown_glove100_precision","brown_glove100_recall","brown_glove100_f1","brown_glove200_perfect","brown_glove200_jaccard","brown_glove200_precision","brown_glove200_recall","brown_glove200_f1","brown_glove300_perfect","brown_glove300_jaccard","brown_glove300_precision","brown_glove300_recall","brown_glove300_f1"
53,0.06392230758080882,0.17568440540297328,0.24210963660999743,0.2747065473627976,0.2657316443877413,0.19650190848915303,0.3773558444598584,0.44309928459124837,0.533275151307687,0.48023457259457314,0.45395467942213846,0.6447490709629919,0.7007121282819969,0.758407590804545,0.725702161811229,0.7142822631299222,0.8394462964726672,0.8710859086486352,0.8969658117268943,0.8825540643871569
54,0.06384826987114521,0.1756104228474836,0.24205633657424977,0.27462341494803294,0.265651927798879,0.19627431108537233,0.37710676527318404,0.4428676872206336,0.5330315045902803,0.47999911866514566,0.4534288885671541,0.6442683578566691,0.7002801545100941,0.7580242829082056,0.7252910767277038,0.7134549490854688,0.8388149027882494,0.8705412880439154,0.8965252426745659,0.882054007235251
55,0.06375442739079103,0.17551662631321255,0.2419898249244372,0.2745163639540629,0.2655505565395962,0.1959858323494687,0.37679462992942026,0.442577864676775,0.5327299620082981,0.4797060288104553,0.4527624509071633,0.643646296726774,0.6997185540970103,0.7575186583556948,0.724753704393501,0.7124063320723804,0.8380032843239205,0.8698372627021511,0.895956240131848,0.8814078534454983
56,0.06368537595070761,0.17545215971459538,0.24194804459224659,0.2744464013131054,0.2654842685692404,0.1957735631077308,0.37657117024339315,0.44237372435385247,0.5325191561313344,0.47950037724281647,0.452272070857803,0.6431940442622988,0.699309708274372,0.7571589423047862,0.7243656904367847,0.7116347357273515,0.8374077868559102,0.8693220139309558,0.8955368415166782,0.8809338735267789
57,0.06359201134369968,0.17536251923426777,0.2418900673487139,0.2743446815277158,0.2653901624885023,0.1954865533898916,0.37626326126278054,0.4420909854442804,0.5322212410354232,0.4792130637448766,0.45160902689322024,0.6425791449721866,0.698755414925446,0.7566619843497581,0.7238360234004414,0.7105914585786729,0.8365857720552885,0.8686050853007644,0.8949508593181771,0.8802728976537049
58,0.06354772083193237,0.1753224940512223,0.24186509119629512,0.2743001897776692,0.2653488306660979,0.19535040107594023,0.3761177774161551,0.44195615391605675,0.5320803733070792,0.4790765054195257,0.45129449060953936,0.6422895108329616,0.6984942864824721,0.7564269100154397,0.7235862199546265,0.7100965464239397,0.8362083029310751,0.8682791436090601,0.8946853080622068,0.8799730447430623
59,0.06349282526275375,0.17526594036549645,0.241823417617081,0.27423364680323087,0.26528611574047395,0.19518164802994672,0.37593370193367104,0.4417857365759611,0.5318989250875642,0.4789026389132087,0.4509046407832222,0.6419273153547859,0.6981685511310561,0.7561325954052356,0.7232742195435902,0.7094831309689494,0.8357282941441826,0.8678604334991366,0.8943476136275497,0.8795888330578863
60,0.06344867275735559,0.17523052061915398,0.2418066307128116,0.2741972119562424,0.2652532312941522,0.1950459199577968,0.37579770120677464,0.44166439769203836,0.5317736326906733,0.4787806125675573,0.45059108457425123,0.6416403019465606,0.6979100557566325,0.7559057249498706,0.7230291483559399,0.7089897609284703,0.8353462948480866,0.8675283152167738,0.8940813798443241,0.8792849046814103
61,0.06341369889277669,0.1751934611862943,0.2417787535556459,0.27415372030604096,0.26521199076933605,0.19493840770742463,0.3756809165283427,0.4415561388438649,0.5316608444198602,0.4786710429603494,0.45034271197814313,0.6414049168531859,0.697696768609612,0.7557126088394985,0.7228245317397641,0.7085989550879548,0.8350376947526368,0.8672606732306076,0.8938584594432682,0.8790366358537787
62,0.06335903452899766,0.1751374946182267,0.24173943372236784,0.2740884846219096,0.26515118962600887,0.19477036540395576,0.37549097787399116,0.441375526095802,0.5314717285988927,0.47848758594472907,0.4499545040946315,0.6410339508725478,0.6973583198081367,0.7554075968194147,0.7225002745370086,0.7079881231741775,0.8345472918051672,0.866829797563411,0.8935073561554059,0.878639470139922
63,0.06331961328611084,0.17510041470565305,0.24171556758284374,0.2740474775819107,0.26511283478773934,0.19464918158322964,0.37536327000550745,0.441258502612029,0.5313507283073815,0.4783696336019638,0.44967454771704796,0.6407696328482373,0.6971186214837858,0.7551905687504505,0.722270360159461,0.7075476213266967,0.8341965450251945,0.8665211512579428,0.8932572026787555,0.8783555425972867
64,0.06329235038032818,0.17507208801002067,0.24169542674752661,0.27401395118387045,0.2650817543615784,0.19456537339137922,0.37526870057014305,0.441170531000378,0.5312542573914955,0.4782787627834793,0.4494809357508492,0.640581646799968,0.6969464142685696,0.7550324800732867,0.722104227441582,0.7072429794766302,0.8339438719180468,0.8662971949453862,0.8930688205171469,0.8781467147986838
65,0.0632666236281472,0.17504722915373735,0.2416797130841861,0.2739853377723842,0.26505569815403457,0.1944862874494895,0.37518457140346545,0.44109342648172184,0.5311733170350049,0.4782005854277067,0.44929823302967264,0.6404117638883374,0.6967933574275301,0.7548947895899564,0.7219578387172596,0.7069555029529206,0.8337156949751977,0.8660967314079565,0.8929073925775438,0.8779628020464889
66,0.06324545258981285,0.17502133327824088,0.2416575637112336,0.2739530470669329,0.26502494720751557,0.19442120610942468,0.3751111526533791,0.44102589862734465,0.5310969730764022,0.4781299129197809,0.4491478834524464,0.6402658533522216,0.696661291440683,0.7547700186406585,0.7218290703237114,0.7067189330018883,0.8335168759226076,0.8659209714113167,0.8927559946085349,0.8777975439488964
67,0.06322429571575351,0.17500661369852766,0.2416535002811264,0.27393701008921534,0.26501195167350694,0.1943561683113904,0.3750393144242102,0.44095983647663756,0.5310241600511082,0.47806151806903374,0.4489976344651263,0.6401255016315655,0.6965363806180008,0.7546523395119354,0.7217075364376225,0.7064825213256553,0.8333304415510316,0.8657601874640729,0.8926185471098421,0.8776470609483915
68,0.06320164333826972,0.17498298597982784,0.2416359211538624,0.2739091144535981,0.2649856745374629,0.19428653322505135,0.3749671875142767,0.44089547663478834,0.5309547352464612,0.4779956741543855,0.4488367649166388,0.6399745111689621,0.6964004519277216,0.7545284339047243,0.7215768729073765,0.7062293985573018,0.8331276359413734,0.8655835552665609,0.8924701496603982,0.8774826447960867
69,0.06318504190844616,0.17496213160082966,0.24161800107262188,0.2738828480834969,0.2649607830692681,0.19423549920003821,0.37490626785671577,0.4408375275182738,0.5308910585493666,0.47793566330011744,0.44871886715858345,0.6398608916833178,0.696297499133532,0.754433024373314,0.7214772588017768,0.7060438904410535,0.8329730655735887,0.865447297174601,0.8923537339032821,0.8773549086252502
70,0.06316995726597752,0.17494570918142535,0.24160588384318102,0.27386179893641804,0.2649417423894252,0.19418912789170864,0.3748568855129873,0.44079357469089414,0.5308410519871585,0.47788958696079703,0.4486117411129945,0.6397609099879293,0.6962077984485519,0.7543501131676343,0.7213905625213389,0.7058753312483587,0.8328351269665574,0.8653256474264603,0.8922511969369089,0.8772414557800007
71,0.06315186519964677,0.17493019326316472,0.24159733389560387,0.27384387177062336,0.26492581311482505,0.19413351153965488,0.37479867725509025,0.44074075664829193,0.5307854936420257,0.4778360091615388,0.44848325735697747,0.6396394394564836,0.6960979159408024,0.7542500380720848,0.7212849109231186,0.7056731664240197,0.8326744416730547,0.8651858407162396,0.8921344850116891,0.8771116712831688
72,0.06313378349359357,0.17491080794072175,0.2415831274591502,0.2738204752659899,0.2649041624080378,0.1940779270358617,0.3747399552249331,0.44068824973677084,0.5307276333791051,0.4777817438345933,0.448354847176159,0.6395230398906979,0.6959949301101835,0.7541563633695756,0.721186075867888,0.7054711173677555,0.83251976059147,0.865053304263653,0.8920258539591644,0.8769895508502783
73,0.06312022900763359,0.17489604795006258,0.24157162763842127,0.27380253501049684,0.264887289749249,0.19403625954198472,0.37469597885302647,0.44064862076249034,0.5306839467564678,0.4777408093166928,0.44825858778625954,0.6394327899170495,0.6959136971372952,0.7540810468074567,0.7211075028787025,0.7053196564885497,0.8324031737162757,0.8649523728634425,0.891943812175058,0.8768967395387971
74,0.06311270125223614,0.17489057461975,0.24156946387573672,0.2737969565360802,0.26488237411624127,0.19401311866428145,0.3746741662861627,0.44062989664089086,0.5306638487499568,0.47772174606819606,0.4482051282051282,0.6393851801804372,0.6958714364453525,0.7540420421539348,0.7210667602606707,0.7052355396541443,0.8323385720713607,0.8648964602008696,0.8918983580305899,0.8768453626310235
75,0.06310066057758806,0.17487915232569695,0.2415625488628169,0.27378383141619156,0.26487053017570433,0.19397610473851143,0.37463432340772357,0.44059402287770943,0.5306239761566135,0.4776845208438679,0.44811961939284095,0.6393054242699944,0.695800851466691,0.7539754517278447,0.7209980784282669,0.705100994443517,0.8322308459811697,0.8648026923705637,0.89181977584319,0.8767581575171862
76,0.06309012875536481,0.17486770567233956,0.24155380604213603,0.27377013610010303,0.26485764725510924,0.1939437291368622,0.3745993245806978,0.4405618377287755,0.5305900015703262,0.47765179610137803,0.44804482594182166,0.6392360699746794,0.6957392078826871,0.7539186302848312,0.7209386090707298,0.7049833094897473,0.8321342444167248,0.8647164988113786,0.8917496731523947,0.8766786763136122
77,0.06307960044818461,0.17485309523518594,0.2415401845774464,0.2737510761474051,0.2648394498699161,0.19391136434071565,0.3745608605302709,0.4405258735547357,0.5305485181737314,0.4776138206935305,0.44797005745345314,0.6391615399498908,0.6956708962336042,0.7538541202640773,0.7208719888129361,0.7048656638138604,0.832030275591316,0.864622888452308,0.8916674255561456,0.8765898866001861
78,0.06307358585015851,0.17484805056662747,0.24153785008264156,0.27374544982274984,0.26483458786763786,0.19389287502085767,0.3745396927428703,0.44050655608242634,0.5305260465546231,0.4775933629813473,0.44792734380586874,0.6391222251025079,0.6956363797948818,0.7538210528436856,0.720838208071474,0.7047984553407547,0.8319766866391296,0.8645770635758981,0.8916273298655158,0.8765465892658245
79,0.06306757239899893,0.17484459294524732,0.24153793407056623,0.2737422807968212,0.2648322713060963,0.19387438922655226,0.37452371096220843,0.4404938581537383,0.530511972937257,0.47758032625611285,0.4478846383029436,0.6390833201617511,0.6956020678824544,0.7537893107412527,0.7208050856125725,0.7047312596829937,0.8319223506852197,0.8645293435704393,0.8915878800522778,0.8765024068609728
80,0.06306156009437784,0.17484006228391197,0.2415363040908063,0.27373763413881724,0.26482830690168696,0.19385590695679114,0.37450336170916276,0.44047519963240844,0.5304914875135874,0.47756105434537505,0.44784194094234847,0.6390419587529165,0.695565114224828,0.7537534982280143,0.7207687275825018,0.7046640768369122,0.8318674979239153,0.8644813006226604,0.8915472725182516,0.87645757535001
81,0.06305855437191678,0.17483756043094656,0.24153551013550434,0.27373459030807307,0.2648259479809898,0.19384666714329973,0.37449317463090964,0.4404661811355485,0.5304809134323117,0.47755149019741866,0.447820595314697,0.6390212130519325,0.6955465298082354,0.7537355191384622,0.7207504478922285,0.7046304902171063,0.8318392379163888,0.8644564611725859,0.8915253736832816,0.8764340356349045
82,0.06304653434677977,0.1748285602439258,0.24153244800557147,0.2737254169021381,0.264818151377392,0.19380971669565633,0.37445205006700094,0.4404281882811222,0.5304396531643638,0.4775124167369877,0.4477352331482761,0.6389429955343293,0.6954780587098128,0.7536702995424202,0.7206836099081106,0.704496175748767,0.8317304862168641,0.8643617880036475,0.8914446402717056,0.8763454442918805
83,0.06304503216583274,0.17482716900723103,0.24153175626270743,0.2737237751070513,0.2648167626593303,0.1938050988801525,0.3744478307763406,0.440424914564533,0.5304356266246919,0.4775088922397157,0.44772456516559445,0.6389342113378731,0.6954705646502999,0.7536638248560085,0.7206765774636261,0.7044793900405051,0.8317187279325634,0.8643522641694001,0.891436605299754,0.8763366081961265
84,0.0630405260524623,0.17482200756924277,0.24152747560854543,0.2737175413969091,0.26481077215034643,0.19379124675386558,0.3744341267742322,0.4404127866714344,0.5304232406072892,0.47749675316193035,0.4476925642675053,0.6389053952302449,0.6954451351217118,0.7536405890332449,0.7206521517261454,0.7044290377147213,0.8316789816440895,0.864317628785568,0.8914083439274957,0.8763047132019826
85,0.06303752233472305,0.1748171289892664,0.2415221997186117,0.2737109458793987,0.2648042619389585,0.19378201310303753,0.3744241063408035,0.4404035643095017,0.5304131023734937,0.47748723261929144,0.44767123287671234,0.638884400797316,0.6954259255556108,0.7536226178598896,0.7206334914237624,0.7043954734961286,0.8316523722058908,0.8642942199480959,0.8913894140551015,0.8762832151375065
86,0.0630345189032089,0.17481544110711197,0.24152234109699638,0.2737095391614642,0.2648032507653719,0.1937727803320866,0.3744156008414304,0.440396660826634,0.5304052821846947,0.4774800500359476,0.4476499035185935,0.6388654272505686,0.6954091847841648,0.7536077639087856,0.7206175894324506,0.7043619124758796,0.8316264890148979,0.8642717622276395,0.8913715972719302,0.876262744017809
87,0.06303301729477345,0.17481452510814244,0.24152227234723556,0.27370876899068863,0.2648026383091824,0.1937681642765258,0.3744106051360969,0.44039217885015636,0.5304003137202198,0.47747541049912945,0.4476392396016961,0.6388554520340007,0.6954004109888186,0.7535993950271492,0.7206090184465255,0.7043451331649911,0.8316135940721093,0.8642606601819552,0.8913626847411295,0.8762525895858679
88,0.06303151575787894,0.17481252636033523,0.2415206876912803,0.2737060386288434,0.2648002151389401,0.1937635484408871,0.37440651073271514,0.44038916146792584,0.5303963411637015,0.477472058575561,0.44762857619285834,0.6388449978675833,0.6953911752256203,0.7535901055483292,0.7205997929841488,0.7043283546535173,0.8315993373065905,0.8642480830011185,0.8913517377318408,0.8762407231017485
89,0.06303001429252025,0.17480992187401118,0.2415178458983915,0.2737024628657893,0.2647967115540708,0.19375893282515483,0.37440113114524104,0.44038420086039076,0.5303906655679487,0.4774668445328289,0.4476179132920438,0.6388339757467109,0.6953808684292693,0.7535804515345413,0.7205897624247212,0.7043115769414007,0.8315853342256637,0.864235941442556,0.8913409433180595,0.8762291871102263
90,0.06302400914634146,0.17480553502211288,0.24151655126501675,0.2736980874194205,0.2647930625146593,0.1937404725609756,0.3743835448784658,0.4403692007187588,0.5303748022127012,0.4774516740845202,0.4475752667682927,0.6387950535695062,0.6953463178609699,0.7535488815812914,0.7205565620139622,0.7042444740853658,0.8315308680386183,0.8641884282914342,0.8913004827352994,0.8761847470498869
91,0.06302250803858521,0.17480531588576703,0.24151752999895476,0.27369837362159494,0.26479354047893405,0.19373585804453972,0.3743790227935461,0.4403655486486461,0.5303702835640991,0.47744772065319807,0.44756460640705015,0.6387849425932222,0.6953373441263727,0.7535403560486971,0.7205478061395894,0.7042277003691795,0.8315173846810079,0.8641768290191743,0.8912905083870748,0.8761738700092313
92,0.06302100700233411,0.17480334425770033,0.24151593187278536,0.27369573810272285,0.26479116418370285,0.19373124374791598,0.37437292315431153,0.4403595773635454,0.5303633469697872,0.4774413838979824,0.44755394655361314,0.638773544414112,0.6953266363992193,0.753529916307718,0.7205372226753407,0.7042109274520079,0.8315019956435608,0.8641628513622254,0.8912778233288121,0.8761604517826443
93,0.06301950603758306,0.17480223070913126,0.2415156161783488,0.2736945975285811,0.2647902318970078,0.19372662967108867,0.3743680606931403,0.44035509047299776,0.5303589104221542,0.477436938842864,0.44754328720794534,0.6387635761989698,0.6953179439588558,0.7535214451034419,0.7205286590339061,0.7041941553337938,0.8314880043039414,0.8641506877264453,0.8912670957796118,0.8761489287885228
95,0.06301800514432696,0.17479994075616098,0.24151330157133563,0.2736915889028672,0.26478729526971034,0.1937220158140421,0.3743630489365798,0.44035065783028227,0.5303538001659682,0.4774322743177121,0.44753262837001045,0.638752417038966,0.6953074810183976,0.7535115213314156,0.7205184270731524,0.7041773840144804,0.8314738208956314,0.8641381091161823,0.8912563983938677,0.8761371556450779
96,0.06301650432256067,0.17479756738618107,0.24151098980260746,0.2736882957803295,0.26478420947768805,0.1937174021767606,0.37435739219448844,0.44034533062574865,0.5303476194884853,0.47742663423923015,0.44752197003977234,0.63874183550636,0.6952979263770876,0.7535022587105387,0.7205090213470878,0.7041606134940104,0.8314589179559286,0.8641249843780161,0.8912441033547291,0.8761244164770063
99,0.06301200228614974,0.174792036967053,0.24150640679546143,0.27368125128704296,0.2647776494225907,0.1937035625833492,0.374341577547375,0.44033085806891736,0.5303308983518503,0.47741135864638706,0.4474899980948752,0.638709283857405,0.6952681884999553,0.7534729625649434,0.7204795435515413,0.7041103067250905,0.8314162078698139,0.8640869221518912,0.8912114613751368,0.8760886771999807
102,0.06300450032145154,0.17478674946912598,0.24150481858773898,0.27367574729022237,0.2647730829584344,0.19368050098816583,0.37431652931082765,0.4403082477488211,0.5303060439252364,0.4773880187385224,0.4474367216705955,0.6386595371002741,0.6952246849537256,0.7534308794444153,0.7204367837922226,0.7040264780817678,0.8313460520455156,0.8640254798276243,0.8911578819538941,0.8760306954368805
108,0.06300300014286395,0.17478622193994547,0.24150528900163187,0.27367562449321364,0.2647730846144808,0.19367588932806323,0.3743129347045249,0.440305640929923,0.5303031176278765,0.477385344699439,0.4474260679079956,0.6386506880162631,0.6952171934619872,0.75342418368135,0.7204296656156312,0.7040097147483213,0.8313329729757982,0.8640141292505453,0.8911487886965318,0.8760203132592663
113,0.06300150003571514,0.17478509726551203,0.2415050503338655,0.2736743759709526,0.2647721337336416,0.19367127788756874,0.3743075334450445,0.44030075958695575,0.5302972337430955,0.47738009509889945,0.4474154146527298,0.6386407728167156,0.6952087615487954,0.7534155157689543,0.720421170334744,0.703992952213148,0.8313199988380289,0.864003047731208,0.8911395807627732,0.8760100580671604
117,0.063,0.17478407160407886,0.24150489027573124,0.2736733544198764,0.264771343666686,0.19366666666666665,0.37430383988668137,0.44029789528315605,0.5302943756282504,0.477377288096653,0.4474047619047619,0.6386314331985913,0.6952008209146552,0.7534079558146717,0.7204134305172886,0.7039761904761904,0.8313071741458382,0.8639921287397239,0.8911305731659176,0.8759999823559845
119,0.06299850003571343,0.1747828720574555,0.2415044767865467,0.2736720404997445,0.26477027027886424,0.1936620556653413,0.37429859908722757,0.44029323961661176,0.5302887525066923,0.4773722806709638,0.44739410966405563,0.63862112334986,0.6951918055564893,0.753398821268907,0.7204043991094841,0.703959429537392,0.8312934192672068,0.8639803822870653,0.8911199602657031,0.8759887583415636
141,0.06299700014285034,0.17478057232002284,0.2415024654612908,0.2736687330318274,0.264767315535704,0.19365744488357697,0.3742923135655514,0.44028719328939186,0.5302811928001293,0.47736564171377127,0.4473834579305747,0.6386091901908866,0.6951807134074846,0.7533869627937789,0.7203929998032402,0.7039426693966954,0.8312774762339245,0.8639659061192321,0.8911060048487882,0.8759745287428247
144,0.06299550032140562,0.17478015514725415,0.24150320885598323,0.2736686655271326,0.264767488516183,0.193652834321358,0.37428786118925395,0.44028328296092434,0.530277330560831,0.4773617853666718,0.44737280670428303,0.6386011977944894,0.6951743860273283,0.7533810955338606,0.7203869186936305,0.7039259100540438,0.831266166225109,0.8639568256305385,0.8910985121193172,0.8759661803374001
180,0.06299400057137415,0.17477926760903997,0.24150315236674233,0.2736679697786067,0.26476692072310337,0.1936482239786687,0.3742840519771098,0.4402803191048802,0.5302742290150125,0.4773588216304841,0.4473621559851443,0.6385917974707631,0.6951663540251168,0.7533734760747091,0.7203790997449661,0.70390915150938,0.8312529513958065,0.8639455870595992,0.891088804349134,0.8759556306192915
